title,region,region_name,region_parent_name,property_size,bedrooms,bathrooms,furnishing,is_boost,price
"4bdrm Duplex in Adeji Bodija Estate, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,450.0,4.0,4.0,Unfurnished,enterprise,133000000
"Furnished 3bdrm Bungalow in Igbe Oloja Off, Igbogbo for sale","Ikorodu, Igbogbo",Igbogbo,Lagos State,350.0,3.0,6.0,Furnished,diamond,35000000
"3bdrm Block of Flats in Agunfoye, Ikorodu for Sale","Lagos State, Ikorodu",Ikorodu,Lagos State,650.0,3.0,4.0,Unfurnished,diamond,28000000
Furnished 4bdrm Duplex in Agungi for Sale,"Lekki, Agungi",Agungi,Lagos State,350.0,4.0,5.0,Furnished,diamond,75000000
Furnished 17bdrm Block of Flats in Erunwe for sale,"Ikorodu, Erunwe",Erunwe,Lagos State,650.0,17.0,15.0,Furnished,diamond,32000000
Furnished 4bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,300.0,4.0,5.0,Furnished,diamond,250000000
3bdrm Bungalow in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,264.0,3.0,4.0,Unfurnished,False,35000000
4bdrm Duplex in Idado Estate for sale,"Lekki, Idado",Idado,Lagos State,300.0,4.0,4.0,Unfurnished,diamond,250000000
"3bdrm House in Goshen -Trust Estate, Karsana for sale","Gwagwa, Karsana",Karsana,Abuja (Fct),350.0,3.0,3.0,Unfurnished,enterprise,57000000
"3bdrm Apartment in In A Serviced Mini, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,200.0,3.0,3.0,Unfurnished,diamond,290000000
"4bdrm Duplex in In A Proper Secured, Victoria Island for sale","Lagos State, Victoria Island",Victoria Island,Lagos State,300.0,4.0,4.0,Unfurnished,diamond,600000000
Furnished 4bdrm Duplex in Lugbe District for sale,"Abuja (Fct), Lugbe District",Lugbe District,Abuja (Fct),2000.0,4.0,5.0,Furnished,vip_gold,220000000
Furnished 4bdrm Duplex in Guzape District for sale,"Abuja (Fct), Guzape District",Guzape District,Abuja (Fct),1800.0,4.0,4.0,Furnished,vip_gold,400000000
5bdrm Duplex in Galadimawa for sale,"Abuja (Fct), Galadimawa",Galadimawa,Abuja (Fct),1000.0,5.0,6.0,Semi-Furnished,vip_gold,350000000
"3bdrm Bungalow in Hill View Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Abuja (Fct),500.0,3.0,3.0,Unfurnished,diamond,190000000
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,450.0,4.0,4.0,Semi-Furnished,diamond,130000000
Furnished 5bdrm Duplex in Igbogbo for sale,"Ikorodu, Igbogbo",Igbogbo,Lagos State,650.0,5.0,6.0,Furnished,diamond,37000000
Furnished 4bdrm Duplex in Adeniyi Jones for sale,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,600.0,4.0,5.0,Furnished,diamond,300000000
Furnished 2bdrm Block of Flats in Igbogbo for sale,"Ikorodu, Igbogbo",Igbogbo,Lagos State,300.0,2.0,3.0,Furnished,diamond,27000000
5bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,958.0,5.0,6.0,Unfurnished,False,200000000
"4bdrm Duplex in In A Secured Estate, Ikate for sale","Lekki, Ikate",Ikate,Lagos State,300.0,4.0,4.0,Unfurnished,diamond,350000000
"4bdrm Duplex in Atali Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,4.0,4.0,Semi-Furnished,diamond,250000000
Furnished 4bdrm Duplex in Surulere Lagos for sale,"Lagos State, Surulere",Surulere,Lagos State,250.0,4.0,4.0,Furnished,diamond,270000000
Furnished 4bdrm Duplex in Apo District for sale,"Abuja (Fct), Apo District",Apo District,Abuja (Fct),450.0,4.0,4.0,Furnished,vip_gold,350000000
"4bdrm Duplex in Palm Garden Estate, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,600.0,4.0,4.0,Unfurnished,enterprise,195000000
5bdrm Duplex in Chevron Drive Lekki for sale,"Lekki, Chevron",Chevron,Lagos State,450.0,5.0,5.0,Semi-Furnished,diamond,457000000
4bdrm Duplex in Dr Harris Drive Vgc for sale,"Ajah, Vgc / Ajah",Vgc / Ajah,Lagos State,300.0,4.0,4.0,Semi-Furnished,diamond,250000000
4bdrm Duplex in Addo Road Ajah Lagos for sale,"Lagos State, Ajah",Ajah,Lagos State,450.0,4.0,4.0,Semi-Furnished,diamond,185000000
1bdrm Apartment in Igboefan for sale,"Lekki, Igbo-Efon",Igbo-Efon,Lagos State,250.0,1.0,1.0,Semi-Furnished,diamond,65000000
4bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,4.0,5.0,Unfurnished,False,100000000
"4bdrm Duplex in Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,4.0,4.0,Semi-Furnished,diamond,250000000
"Furnished 4bdrm Duplex in Cetinary City Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,500.0,4.0,4.0,Furnished,diamond,130000000
5bdrm House in Lifecamp for sale,"Gwarinpa, Life Camp",Life Camp,Abuja (Fct),1000.0,5.0,5.0,Unfurnished,premium,300000000
Furnished 4bdrm Duplex in Mabushi for sale,"Abuja (Fct), Mabushi",Mabushi,Abuja (Fct),400.0,4.0,4.0,Furnished,vip_gold,350000000
4bdrm Duplex in Lugbe District for sale,"Abuja (Fct), Lugbe District",Lugbe District,Abuja (Fct),250.0,4.0,4.0,Unfurnished,diamond,140000000
"5bdrm Duplex in With 2 Bqs Monarch, Lugbe District for sale","Abuja (Fct), Lugbe District",Lugbe District,Abuja (Fct),600.0,5.0,5.0,Unfurnished,diamond,255000000
"4bdrm Duplex in Orchid Road, Chevron for sale","Lekki, Chevron",Chevron,Lagos State,300.0,4.0,4.0,Semi-Furnished,diamond,155000000
4bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,652.0,4.0,5.0,Unfurnished,False,125000000
4bdrm Bungalow in Ruuodomaya for sale,"Port-Harcourt, Ruuodomaya",Ruuodomaya,Rivers State,465.0,4.0,5.0,Unfurnished,False,70000000
"4bdrm Duplex in 4Bedroom Semi, Chevron for sale","Lekki, Chevron",Chevron,Lagos State,500.0,4.0,4.0,Unfurnished,False,260000000
Furnished 4bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Abuja (Fct),1500.0,4.0,5.0,Furnished,vip_gold,350000000
Furnished 2bdrm Block of Flats in Idu Industrial for sale,"Abuja (Fct), Idu Industrial",Idu Industrial,Abuja (Fct),1400.0,2.0,2.0,Furnished,vip_gold,80000000
"4bdrm Duplex in Orchid Road, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,300.0,4.0,4.0,Semi-Furnished,diamond,190000000
5bdrm Duplex in Olokonla Lbs Lagos for sale,"Ajah, Olokonla",Olokonla,Lagos State,400.0,5.0,5.0,Semi-Furnished,diamond,120000000
"2bdrm Apartment in In A Well Secured, Ikate-Elegushi for sale","Lekki, Ikate-Elegushi",Ikate-Elegushi,Lagos State,100.0,2.0,2.0,Unfurnished,diamond,140000000
"4bdrm Bungalow in Rumuodumaya, Ruuodomaya for sale","Port-Harcourt, Ruuodomaya",Ruuodomaya,Rivers State,465.0,4.0,3.0,Unfurnished,diamond,40000000
"3bdrm Bungalow in Rukpokwu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,697.0,3.0,3.0,Unfurnished,diamond,45000000
"3bdrm Bungalow in Favour Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,500.0,3.0,3.0,Unfurnished,diamond,60000000
"2bdrm House in Maicon Court, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,450.0,2.0,2.0,Unfurnished,enterprise,35000000
6bdrm Duplex in Chevron Lekki Lagos for sale,"Lekki, Chevron",Chevron,Lagos State,450.0,6.0,6.0,Semi-Furnished,diamond,380000000
Furnished 4bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lagos State,300.0,4.0,4.0,Furnished,diamond,250000000
Furnished 5bdrm Bungalow in Ebute for sale,"Ikorodu, Ebute",Ebute,Lagos State,325.0,5.0,5.0,Furnished,diamond,55000000
Furnished 5bdrm Duplex in Lekki for Sale,"Lagos State, Lekki",Lekki,Lagos State,650.0,5.0,5.0,Furnished,diamond,160000000
"Furnished 4bdrm Duplex in Magodo Estate, GRA Phase 1 for sale","Magodo, Gra Phase 1",Gra Phase 1,Lagos State,300.0,4.0,5.0,Furnished,diamond,120000000
6bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,6.0,7.0,Unfurnished,False,190000000
3bdrm Bungalow in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,3.0,4.0,Unfurnished,False,80000000
4bdrm Bungalow in Jos for sale,"Plateau State, Jos",Jos,Plateau State,900.0,4.0,4.0,Unfurnished,vip_gold,150000000
Furnished 4bdrm Duplex in Zone 4 / Wuse for sale,"Wuse, Zone 4 / Wuse",Zone 4 / Wuse,Abuja (Fct),1200.0,4.0,4.0,Furnished,vip_gold,650000000
"5bdrm Duplex in Bashorun Housing, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,450.0,5.0,5.0,Unfurnished,enterprise,200000000
"4bdrm Bungalow in Shell Cooperative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,500.0,4.0,4.0,Semi-Furnished,enterprise,120000000
"3bdrm Bungalow in Light, Sabon Lugbe for sale","Lugbe District, Sabon Lugbe",Sabon Lugbe,Lagos State,600.0,3.0,4.0,Unfurnished,diamond,55000000
5bdrm Duplex in Ikota Gra Lekki for sale,"Lekki, Ikota",Ikota,Lagos State,400.0,5.0,5.0,Semi-Furnished,diamond,350000000
6bdrm Duplex in Green Wood Park for sale,"Ibeju, Abijo",Abijo,Lagos State,300.0,6.0,6.0,Semi-Furnished,diamond,80000000
Furnished 8bdrm Block of Flats in Ketu-Alapere for sale,"Kosofe, Ketu-Alapere",Ketu-Alapere,Lagos State,650.0,8.0,12.0,Furnished,diamond,50000000
"4bdrm Duplex in Gra Phase 2, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,4.0,5.0,Unfurnished,False,220000000
5bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,468.0,5.0,6.0,Unfurnished,False,350000000
"Furnished 3bdrm Apartment in Service Secured, Ikate-Elegushi for sale","Lekki, Ikate-Elegushi",Ikate-Elegushi,Lagos State,250.0,3.0,3.0,Furnished,diamond,175000000
"5bdrm Duplex in Christal Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,500.0,5.0,5.0,Semi-Furnished,diamond,250000000
3bdrm Block of Flats in Lokogoma for sale,"Abuja (Fct), Lokogoma",Lokogoma,Abuja (Fct),1500.0,3.0,3.0,Unfurnished,vip_gold,130000000
"4bdrm Duplex in Rumuodumaya, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,275.0,4.0,5.0,Unfurnished,basic,160000000
4bdrm Bungalow in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,655.0,4.0,5.0,Unfurnished,False,50000000
"4bdrm Duplex in Abiola 'S Court, Osapa london for sale","Lekki, Osapa London",Osapa London,Lagos State,250.0,4.0,4.0,Unfurnished,diamond,170000000
"6bdrm Duplex in Superbly Built, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,500.0,6.0,6.0,Unfurnished,vip_gold,650000000
"5bdrm Duplex in Pearl Garden, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,5.0,5.0,Semi-Furnished,diamond,350000000
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,600.0,4.0,4.0,Semi-Furnished,False,290000000
5bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Lagos State,650.0,5.0,5.0,Semi-Furnished,False,600000000
2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lagos State,200.0,2.0,2.0,Semi-Furnished,diamond,150000000
"Furnished 3bdrm Bungalow in Elepe Royal Estate, Ebute for sale","Ikorodu, Ebute",Ebute,Lagos State,300.0,3.0,4.0,Furnished,diamond,40000000
"Furnished 3bdrm Bungalow in Valley View Estate, Ebute for sale","Ikorodu, Ebute",Ebute,Lagos State,350.0,3.0,4.0,Furnished,diamond,40000000
Furnished 4bdrm Duplex in Ikorodu for sale,"Lagos State, Ikorodu",Ikorodu,Lagos State,650.0,4.0,5.0,Furnished,diamond,57000000
Furnished 4bdrm Duplex in Ogudu GRA for Sale,"Ogudu, Ogudu Gra",Ogudu Gra,Lagos State,400.0,4.0,5.0,Furnished,diamond,160000000
"2bdrm Apartment in Lekki, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,600.0,2.0,2.0,Unfurnished,diamond,70000000
4bdrm Block of Flats in Kubwa for sale,"Abuja (Fct), Kubwa",Kubwa,Abuja (Fct),600.0,4.0,4.0,Unfurnished,vip_gold,200000000
"4bdrm Duplex in Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,4.0,4.0,Semi-Furnished,diamond,350000000
4bdrm Duplex in Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,Lagos State,600.0,4.0,4.0,Semi-Furnished,False,570000000
"5bdrm Duplex in Karsana - Abuja, Sabo Gida for sale","Abuja (Fct), Sabo Gida",Sabo Gida,Abuja (Fct),1000.0,5.0,5.0,Unfurnished,vip_gold,500000000
Furnished 5bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Lagos State,2000.0,5.0,6.0,Furnished,vip_gold,550000000
5bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lagos State,450.0,5.0,5.0,Semi-Furnished,diamond,400000000
"3bdrm Apartment in Fidiso Estate, Abijo for sale","Ibeju, Abijo",Abijo,Lagos State,150.0,3.0,3.0,Semi-Furnished,diamond,45000000
"4bdrm Duplex in General Paint Ajah, Olokonla for sale","Ajah, Olokonla",Olokonla,Lagos State,350.0,4.0,4.0,Semi-Furnished,diamond,250000000
Furnished 8bdrm Block of Flats in Ajao Estate for sale,"Isolo, Ajao Estate",Ajao Estate,Lagos State,650.0,8.0,12.0,Furnished,diamond,180000000
3bdrm Bungalow in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,3.0,4.0,Unfurnished,False,90000000
4bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,4.0,5.0,Unfurnished,False,85000000
"Furnished 1bdrm Apartment in In A Secured, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,150.0,1.0,1.0,Furnished,diamond,100000000
4bdrm House in Lokogoma for sale,"Abuja (Fct), Lokogoma",Lokogoma,Abuja (Fct),500.0,4.0,5.0,Unfurnished,vip_gold,220000000
"4bdrm Penthouse in Estate, Lugbe District for sale","Abuja (Fct), Lugbe District",Lugbe District,Abuja (Fct),500.0,4.0,5.0,Unfurnished,diamond,75000000
"4bdrm Duplex in Lekki Garden Phase 2, Abraham Adesanya Estate for sale","Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,350.0,4.0,4.0,Unfurnished,diamond,70000000
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,450.0,4.0,4.0,Semi-Furnished,diamond,125000000
5bdrm Duplex in Chevron Drive for sale,"Lekki, Chevron",Chevron,Lagos State,400.0,5.0,5.0,Semi-Furnished,diamond,450000000
5bdrm Bungalow in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,5.0,6.0,Unfurnished,False,65000000
"4bdrm Duplex in Gulf Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,4.0,5.0,Unfurnished,False,240000000
"5bdrm Duplex in Oral Estate, Ikota for sale","Lekki, Ikota",Ikota,Lagos State,325.0,5.0,6.0,Unfurnished,diamond,500000000
2bdrm Apartment in Abijo for sale,"Ibeju, Abijo",Abijo,Lagos State,500.0,2.0,2.0,Semi-Furnished,premium,45000000
"5bdrm Duplex in Mini Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Abuja (Fct),500.0,5.0,5.0,Unfurnished,premium,250000000
3bdrm Duplex in Ibadan for sale,"Oyo State, Ibadan",Ibadan,Oyo State,400.0,3.0,4.0,Unfurnished,enterprise,75000000
2bdrm Apartment in Lekki Phase One for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,200.0,2.0,2.0,Semi-Furnished,diamond,240000000
5bdrm Duplex in Lekki Chevron Drive for sale,"Lekki, Chevron",Chevron,Lagos State,500.0,5.0,5.0,Semi-Furnished,diamond,400000000
"4bdrm Duplex in Ikate Freedom Way, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,350.0,4.0,4.0,Semi-Furnished,diamond,200000000
Furnished 4bdrm Duplex in Ogudu Estate for sale,"Ogudu, Ogudu Gra",Ogudu Gra,Lagos State,300.0,4.0,5.0,Furnished,diamond,135000000
"4bdrm Duplex in In A Secured, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,300.0,4.0,4.0,Unfurnished,diamond,450000000
"Furnished 5bdrm Duplex in Elizous Farm Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,2500.0,5.0,5.0,Furnished,diamond,450000000
3bdrm Apartment in Wuye for sale,"Abuja (Fct), Wuye",Wuye,Abuja (Fct),450.0,3.0,3.0,Unfurnished,vip_gold,135000000
6bdrm Duplex in Mabushi for sale,"Abuja (Fct), Mabushi",Mabushi,Abuja (Fct),1400.0,6.0,6.0,Unfurnished,vip_gold,650000000
"5bdrm Penthouse in Engr Lere Adigun Gra, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,500.0,5.0,5.0,Unfurnished,enterprise,450000000
Furnished 3bdrm Bungalow in Galadimawa for sale,"Abuja (Fct), Galadimawa",Galadimawa,Abuja (Fct),400.0,3.0,3.0,Furnished,premium,115000000
Furnished 4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,350.0,4.0,5.0,Furnished,diamond,120000000
"Furnished 4bdrm Duplex in Adeniyi Jones, Ebute for sale","Ikorodu, Ebute",Ebute,Lagos State,400.0,4.0,5.0,Furnished,diamond,300000000
"3bdrm Duplex in Agip Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,3.0,4.0,Unfurnished,False,150000000
5bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,5.0,6.0,Unfurnished,False,120000000
"4bdrm Duplex in Royal Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,500.0,4.0,4.0,Semi-Furnished,diamond,200000000
"6bdrm Duplex in Elizous, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,932.0,6.0,6.0,Semi-Furnished,diamond,250000000
"5bdrm Duplex in Rumudara, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,5.0,4.0,Unfurnished,diamond,95000000
Furnished 4bdrm Duplex in Apo District for sale,"Abuja (Fct), Apo District",Apo District,Abuja (Fct),1200.0,4.0,4.0,Furnished,vip_gold,240000000
5bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Lagos State,550.0,5.0,5.0,Unfurnished,vip_gold,450000000
"4bdrm Bungalow in Housing Estate, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,650.0,4.0,4.0,Unfurnished,enterprise,80000000
5bdrm Duplex in Ajah Axis for sale,"Lagos State, Ajah",Ajah,Lagos State,500.0,5.0,5.0,Semi-Furnished,diamond,250000000
3bdrm Duplex in Lekki Garden Phase 5 for sale,"Ajah, Lekki Gardens Estate",Lekki Gardens Estate,Lagos State,300.0,3.0,3.0,Semi-Furnished,diamond,85000000
Furnished 6bdrm Block of Flats in Ebute for sale,"Ikorodu, Ebute",Ebute,Lagos State,650.0,6.0,7.0,Furnished,diamond,47000000
2bdrm Block of Flats in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,2600.0,2.0,3.0,Unfurnished,False,150000000
"4bdrm Duplex in After Jenew, Karsana for sale","Gwagwa, Karsana",Karsana,Abuja (Fct),250.0,4.0,4.0,Unfurnished,premium,70000000
4bdrm Duplex in Apo District for sale,"Abuja (Fct), Apo District",Apo District,Abuja (Fct),250.0,4.0,4.0,Unfurnished,vip_gold,150000000
Furnished 4bdrm Duplex in Jahi for sale,"Abuja (Fct), Jahi",Jahi,Abuja (Fct),450.0,4.0,4.0,Furnished,vip_gold,360000000
4bdrm Apartment in Diamond Estate for sale,"Ajah, Sangotedo",Sangotedo,Lagos State,2000.0,4.0,4.0,Semi-Furnished,diamond,135000000
4bdrm Duplex in Lekki County Home for sale,"Lekki, Ikota",Ikota,Lagos State,350.0,4.0,4.0,Semi-Furnished,diamond,180000000
"5bdrm Duplex in Gbetu New Road Ibeju, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,Lagos State,600.0,5.0,5.0,Semi-Furnished,diamond,100000000
4bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,4.0,5.0,Unfurnished,False,160000000
"3bdrm Block of Flats in Bali Island, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Abuja (Fct),500.0,3.0,4.0,Unfurnished,premium,135000000
Furnished 4bdrm Duplex in Bunkoro for sale,"Gwarinpa, Bunkoro",Bunkoro,Abuja (Fct),1200.0,4.0,4.0,Furnished,vip_gold,620000000
4bdrm Duplex in Ikota Lekki for sale,"Lekki, Ikota",Ikota,Lagos State,300.0,4.0,4.0,Semi-Furnished,diamond,155000000
"4bdrm Duplex in General Paint, Abraham Adesanya Estate for sale","Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,400.0,4.0,4.0,Semi-Furnished,diamond,200000000
"Furnished 4bdrm Duplex in Golf Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,500.0,4.0,4.0,Furnished,diamond,300000000
4bdrm Duplex in Ref Court Estate Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,4.0,4.0,Semi-Furnished,diamond,450000000
2bdrm Block of Flats in Oron Road After for sale,"Akwa Ibom State, Uyo",Uyo,Akwa Ibom State,600.0,2.0,3.0,Semi-Furnished,premium,100000000
4bdrm Duplex in Peace Villa Estate for sale,"Ajah, Thomas Estate",Thomas Estate,Lagos State,300.0,4.0,4.0,Semi-Furnished,diamond,145000000
"4bdrm Bungalow in Nkpolu East West, Rumuigbo for sale","Port-Harcourt, Rumuigbo",Rumuigbo,Rivers State,697.0,4.0,4.0,Unfurnished,diamond,80000000
"3bdrm Bungalow in Ring Road 3 In, Uyo for sale","Akwa Ibom State, Uyo",Uyo,Akwa Ibom State,500.0,3.0,3.0,Semi-Furnished,premium,40000000
"3bdrm Apartment in Ogba Ikeja Lagos, Ikate for sale","Lekki, Ikate",Ikate,Lagos State,250.0,3.0,3.0,Semi-Furnished,diamond,120000000
4bdrm Duplex in Ajah Lekki Lagos for sale,"Lagos State, Ajah",Ajah,Lagos State,350.0,4.0,4.0,Semi-Furnished,diamond,140000000
4bdrm Duplex in Palm Veiw Estate for sale,"Lagos State, Ajah",Ajah,Lagos State,400.0,4.0,4.0,Semi-Furnished,diamond,220000000
5bdrm Duplex in Ologolo for sale,"Lekki, Ologolo",Ologolo,Lagos State,300.0,5.0,5.0,Semi-Furnished,diamond,350000000
Furnished 4bdrm Duplex in Lokogoma for sale,"Abuja (Fct), Lokogoma",Lokogoma,Abuja (Fct),600.0,4.0,4.0,Furnished,vip_gold,450000000
Furnished 3bdrm Block of Flats in Jahi for sale,"Abuja (Fct), Jahi",Jahi,Abuja (Fct),1400.0,3.0,3.0,Furnished,vip_gold,200000000
2bdrm Apartment in Ologolo Agungi for sale,"Lekki, Ologolo",Ologolo,Lagos State,250.0,2.0,2.0,Semi-Furnished,diamond,85000000
"4bdrm Duplex in Orchid Road Lekki, Lafiaji for sale","Lekki, Lafiaji",Lafiaji,Lagos State,300.0,4.0,4.0,Semi-Furnished,diamond,240000000
"3bdrm Bungalow in Beechwood Park, Lakowe for sale","Ibeju, Lakowe",Lakowe,Lagos State,300.0,3.0,3.0,Semi-Furnished,diamond,65000000
4bdrm Duplex in General Paint Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300.0,4.0,4.0,Semi-Furnished,diamond,135000000
"4bdrm Duplex in Green City Estate, Elelenwo for sale","Port-Harcourt, Elelenwo",Elelenwo,Rivers State,697.0,4.0,4.0,Semi-Furnished,diamond,250000000
"5bdrm Duplex in 69 Road, Gwarinpa for sale","Abuja (Fct), Gwarinpa",Gwarinpa,Abuja (Fct),700.0,5.0,5.0,Unfurnished,premium,400000000
2bdrm Apartment in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Abuja (Fct),1800.0,2.0,2.0,Semi-Furnished,vip_gold,410000000
3bdrm Duplex in Lugbe District for sale,"Abuja (Fct), Lugbe District",Lugbe District,Abuja (Fct),600.0,3.0,3.0,Unfurnished,vip_gold,105000000
3bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Abuja (Fct),1100.0,3.0,3.0,Unfurnished,vip_gold,200000000
"5bdrm Duplex in Orchid Road Lekki, Chevron for sale","Lekki, Chevron",Chevron,Lagos State,400.0,5.0,5.0,Semi-Furnished,diamond,500000000
5bdrm Duplex in Idado Igboefan for sale,"Lekki, Idado",Idado,Lagos State,500.0,5.0,5.0,Semi-Furnished,diamond,260000000
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300.0,4.0,4.0,Semi-Furnished,diamond,140000000
Furnished 4bdrm Duplex in Jahi for sale,"Abuja (Fct), Jahi",Jahi,Abuja (Fct),400.0,4.0,4.0,Furnished,vip_gold,290000000
"Furnished 5bdrm Duplex in Opic Isheri North, Kosofe / Kosofe for sale","Kosofe, Kosofe / Kosofe",Kosofe / Kosofe,Lagos State,400.0,5.0,5.0,Furnished,diamond,260000000
"2bdrm Block of Flats in Paradise, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,465.0,2.0,2.0,Semi-Furnished,diamond,230000000
"5bdrm Duplex in Eze Agbakagba, Woji for sale","Port-Harcourt, Woji",Woji,Rivers State,465.0,5.0,5.0,Semi-Furnished,diamond,160000000
"4bdrm Duplex in Alcon, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,930.0,4.0,4.0,Semi-Furnished,diamond,170000000
"3bdrm Block of Flats in Block Of Flat, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Abuja (Fct),1000.0,3.0,3.0,Unfurnished,premium,95000000
Furnished 2bdrm Block of Flats in Kaura for sale,"Abuja (Fct), Kaura",Kaura,Abuja (Fct),1400.0,2.0,2.0,Furnished,vip_gold,105000000
